priority_rank,name,slug,threadcount,palette,symmetric,thread_total,demand_score,category,sources_verifying,verified_by,colour_agreement,listed_house_of_tartan,listed_weddslist,primary_source,designer,tartan_date,stwr_ref,restriction_status,restrictions,origin_url
360,Scottish Airports,scottish-airports,LP/8 MB36 K34 MB6 G36 MB/8,G#006818 GREEN; K#101010 BLACK; MB#3C505C MID BLUE; LP#9058D8 LAVENDER;,yes,240,57,Corporate,3,Scottish Register of Tartans; Scottish Tartans Authority; Weddslist,1/3,no,yes,Scottish Register of Tartans,Kinloch Anderson Ltd,01/11/1998,2510.0,weaver_note,Yes. A corporate tartan for Scottish Airports.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3705
361,Antigua & Barbuda,antigua-barbuda,R/60 LG6 O6 LG6 O6 LG6 O6 LG6 O6 LG6 O6 LG6 O20 R/10,K#101010 BLACK; G#006818 GREEN; R#C80000 RED; O#D87C00 ORANGE; W#E0E0E0 WHITE; LG#289C18 LIGHT GREEN;,yes,242,55,District,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,"Doram, Heather",01/01/2007,,none,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=96
362,Clanton (Personal),clanton-personal,P/4 K8 DR28 N16 DR8 K16 DR28 N8 P/4,K#101010 BLACK; DR#880000 DARK RED; P#780078 PURPLE; N#888888 GRAY;,yes,232,55,Name,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,,01/09/2000,2734.0,weaver_note,Yes.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=663
363,Crieff & Strathearn #1,crieff-strathearn-1,NB/8 DY6 NB8 G24 DR48 B14 G/110,DR#880000 DARK RED; NB#003C64 NAVY BLUE; G#006818 GREEN; DY#E8C000 GOLD; B#2C2C80 BLUE;,yes,318,55,District,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,"Lindley, Harry",01/01/1988,664.0,none,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=804
364,Dunbartonshire,dunbartonshire,B/4 LSB8 B52 M16 B4 M16 G4 K8 G/44,LSB#5C8CA8 AZURE; K#101010 BLACK; B#2C2C80 BLUE; G#006818 GREEN; M#901C38 MARROON;,yes,264,55,District,2,Scottish Register of Tartans; Weddslist,1/2,no,yes,Scottish Register of Tartans,David McGill of International Tartans,01/02/1998,2507.0,weaver_note,Yes. Anyone with the designer's consent,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1013
365,Elmore (Personal),elmore-personal,K/8 W10 Y10 K6 OX10 DG6 W4 R6 K2 R6 W12 DG12 O6 K2 R/58,K#101010 BLACK; DG#003820 DARK GREEN; O#D87C00 ORANGE; OX#303070 OXFORD; R#C80000 RED; W#E0E0E0 WHITE; Y#E8C000 YELLOW;,yes,250,55,Name,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,,01/07/2001,2838.0,weaver_note,Yes.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1104
366,Flower of Scotland,flower-of-scotland,BL/6 EG50 BL6 K32 BL50 R/6,K#101010 BLACK; G#006818 GREEN; R#C80000 RED; EG#009468 EMERALD GREEN; BL#1474B4 BALMORAL BLUE;,yes,288,55,District,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,yes,Scottish Register of Tartans,House of Edgar - Macnaughton Holdings Ltd.,01/01/1990,2059.0,weaver_note,"Yes. Not specifiedCopyright is held by Macnaughton Holdings Ltd. Registered design with the UK Intellectual Property Office #600421, certificate granted 22/10/1990.",https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1210
367,Marion (Personal),marion-personal,R/4 W4 DB64 K10 G16 PB/10,R#C80000 RED; W#E0E0E0 WHITE; DB#1C1C50 DARK BLUE; K#101010 BLACK; G#006818 GREEN; PB#9050D8 PURPLEBLUE;,yes,202,55,Clan; Family,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,,01/01/2003,2966.0,weaver_note,Yes.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=2835
368,Midlothian,midlothian,B/62 LA8 B10 K38 G40 LO/8,K#101010 BLACK; LA#2474E8 FS BLUE; G#006818 GREEN; LO#D09800 M YELLOW; B#1C0070 BLUE;,yes,262,55,District,2,Scottish Register of Tartans; Weddslist,1/2,no,yes,Scottish Register of Tartans,David McGill of International Tartans,01/01/1998,2446.0,weaver_note,Yes. Anyone with the designer's consent,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=2949
369,Nithsdale,nithsdale,DB/40 R8 G8 R24 G64 R4 G8 R4 G12 R/24,G#5C6428 GREEN; AS#CC4438 ANC SCARLET; DB#005448 DARK BLUE; DG#003820 DARK GREEN; R#A00000 RED;,yes,328,55,District,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,yes,Scottish Register of Tartans,Galt/Hannay,01/01/1930,533.0,weaver_note,Yes.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3142
370,Renfrewshire,renfrewshire,P/8 B4 A16 B50 K16 G26 DY/8,A#5C8CA8 AZURE; K#101010 BLACK; B#2C2C80 BLUE; DY#E8C000 GOLD; G#006818 GREEN; P#780078 PURPLE;,yes,240,55,District,2,Scottish Register of Tartans; Weddslist,2/2,no,yes,Scottish Register of Tartans,David McGill of International Tartans,01/02/1998,2560.0,weaver_note,Yes. Anyone with the designer's consent,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3500
371,Coopers & Lybrand,coopers-lybrand,LB/8 G8 R2 B48 LB8 K4 G48 R2 B20 LB8 B/4,R#C80000 RED; B#2C2C80 BLUE; G#006818 GREEN; LB#2888C4 LIGHT BLUE; K#101010 BLACK;,yes,308,52,Corporate,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,yes,Scottish Register of Tartans,"Nicholls, Deirdre",01/01/1996,2303.0,none,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=756
372,Brooks Brothers Signature (Corporate,brooks-brothers-signature-corporate,VDB/10 GO2 DG14 DR2 VDB90 DR10 GO6 VDB8 GO/6,GO#BC8C00; DG#003820; VDB#00002C; DR#880000;,yes,280,50,Other,2,Scottish Tartans Authority; House of Tartan,1/2,yes,no,Scottish Tartans Authority,,,,none,,http://www.tartansauthority.com/tartan-ferret/display/10652/
373,Crichton (Clan),crichton-clan,DG/4 GO4 VDB16 DN10 LN2 DR8 VDB4 DG2 VDB/160,DN#5C5C5C; GO#BC8C00; VDB#000048; LN#A0A0A0; DG#005430; DR#880000;,yes,256,50,Other,2,Scottish Tartans Authority; House of Tartan,2/2,yes,no,Scottish Tartans Authority,,,,none,,http://www.tartansauthority.com/tartan-ferret/display/7784/
374,Hardie (Name),hardie-name,LP/8 DG18 W4 DG48 EGM74 R/6,DG#003820; R#C80000; W#E0E0E0; EGM#202044; LP#B468AC;,yes,302,50,Other,2,Scottish Tartans Authority; House of Tartan,2/2,yes,no,Scottish Tartans Authority,,,,none,,http://www.tartansauthority.com/tartan-ferret/display/3903/
375,MacCormick (Name),maccormick-name,Y/6 K2 B40 K32 G40 K2 W/6,Y#E8C000; K#101010; B#2C2C80; G#006818; W#E0E0E0;,yes,244,50,Other,2,Scottish Tartans Authority; House of Tartan,2/2,yes,no,Scottish Tartans Authority,,,,none,,http://www.tartansauthority.com/tartan-ferret/display/7161/
376,Moffat (1950),moffat-1950,K/2 R4 B4 R16 G32 R24 B2 R2 B32 R/128,K#101010 BLACK; B#2C2C80 BLUE; G#006818 GREEN; R#C80000 RED;,yes,362,50,District,2,Scottish Register of Tartans; Weddslist,2/2,no,yes,Scottish Register of Tartans,,01/01/1950,1139.0,weaver_note,Yes.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=2974
377,Muir (Clan),muir-clan,MY/8 K2 G20 DR4 G20 DR4 G20 DR4 G20 K30 DB/120,MY#E8C000; K#101010; DR#C80000; DB#2C2C80; G#006818;,yes,376,50,Other,2,Scottish Tartans Authority; House of Tartan,2/2,yes,no,Scottish Tartans Authority,,,,none,,http://www.tartansauthority.com/tartan-ferret/display/345/
378,Soroptimist International (Corporate,soroptimist-international-corporate,GO/4 AB24 K12 MP20 K2 W/4,GO#BC8C00; K#101010; AB#1870A4; MP#9C68A4; W#E0E0E0;,yes,124,50,Other,2,Scottish Tartans Authority; House of Tartan,1/2,yes,no,Scottish Tartans Authority,,,,none,,http://www.tartansauthority.com/tartan-ferret/display/3097/
379,Strathspey District (District),strathspey-district-district,K/4 BL4 K4 BL20 K20 HG20 K/4,BL#407C84; K#101010; HG#648038;,yes,144,50,Other,2,Scottish Tartans Authority; House of Tartan,1/2,yes,no,Scottish Tartans Authority,,,,none,,http://www.tartansauthority.com/tartan-ferret/display/1039/
380,Sultan of Qaboo's Air Force,sultan-of-qaboo-s-air-force,DY/6 RB64 A12 RB20 A12 RB/48,A#5C8CA8 AZURE; DY#E8C000 GOLD; RB#1C0070 ROYAL BLUE;,yes,270,50,Military,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,Lochcarron of Scotland,01/01/1996,,none,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4037
381,Harmony 2 & 3,harmony-2-3,DG/22 A6 DG8 Y6 DG6 Y8 DG6 T26 LG6 A6 LG8 DG/6,DG#002814 GREEN; A#3C82AF BLUE; Y#E8C000 YELLOW; T#503C14 BROWN; LG#309C18 GREEN;,yes,200,47,Fashion,2,Scottish Register of Tartans; Weddslist,1/2,no,yes,Scottish Register of Tartans,,,695.0,none,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1609
382,Menzies Brown & White,menzies-brown-white,T/62 W10 T4 W10 T8 W6 T4 W/14,T#503C14 BROWN; W#E0E0E0 WHITE;,yes,160,47,Fashion,2,Scottish Register of Tartans; Weddslist,1/2,no,yes,Scottish Register of Tartans,,,1752.0,none,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=2926
383,Wilson's Folio 131,wilson-s-folio-131,B24 K34 G38 W4 K10,B#2C4084 BLUE; K#101010 BLACK; G#005020 MOD GREEN; W#E0E0E0 WHITE;,no,110,47,Fashion,2,Scottish Register of Tartans; Weddslist,2/2,no,yes,Scottish Register of Tartans,,,1985.0,none,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4637
384,Wilson's No 108,wilson-s-no-108,K/4 P28 A4 K28 G28 K4 G28 K/28,K#101010 BLACK; P#5A008C PURPLE; A#3C82AF BLUE; G#005020 MOD GREEN;,yes,272,47,Fashion,2,Scottish Register of Tartans; Weddslist,2/2,no,yes,Scottish Register of Tartans,,,1023.0,none,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4638
385,Wilson's No 220,wilson-s-no-220,P16 K22 G18 W4,P#5A008C PURPLE; K#101010 BLACK; G#005020 MOD GREEN; W#E0E0E0 WHITE;,no,60,47,Fashion,2,Scottish Register of Tartans; Weddslist,2/2,no,yes,Scottish Register of Tartans,,,1942.0,none,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4640
386,Wilson's No 97,wilson-s-no-97,W/6 P24 K24 G24 K4 G24 K/22,W#E0E0E0 WHITE; P#5A008C PURPLE; K#101010 BLACK; G#005020 MOD GREEN;,yes,228,47,Fashion,2,Scottish Register of Tartans; Weddslist,2/2,no,yes,Scottish Register of Tartans,,,1098.0,none,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4641
387,Wilson's No.100,wilson-s-no-100,G/6 P34 K36 Y4 G34 K/6,G#005020 MOD GREEN; P#5A008C PURPLE; K#101010 BLACK; Y#E8C000 YELLOW;,yes,228,47,Fashion,2,Scottish Register of Tartans; Weddslist,2/2,no,yes,Scottish Register of Tartans,,,729.0,none,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4674
388,Wilson's No.95,wilson-s-no-95,A/4 P12 R4 G12 A/4,A#3C82AF BLUE; P#5A008C PURPLE; R#DC0000 RED; G#005020 MOD GREEN;,yes,64,47,Corporate,2,Scottish Register of Tartans; Weddslist,2/2,no,yes,Scottish Register of Tartans,,,67.0,none,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4762
389,Arundel County (Dalgleish),arundel-county-dalgleish,G/8 K12 B64 K16 Y4 K16 A20 R/8,B#00008C BLUE; G#007800 GREEN; R#8C0000 RED; Y#C88C00 YELLOW; K#000000 BLACK; W#C8C8C8 WHITE; A#788CB4 AZURE; P#64008C PURPLE;,yes,280,45,District,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,"Dalgliesh, D C",01/01/2002,,weaver_note,Yes. Prepared for weaving by D C Dalgliesh Ltd.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=120
390,"Bethlehem, City of",bethlehem-city-of,RB/12 N40 DG36 DR4 DG/12,DG#003820 DARK GREEN; DR#880000 DARK RED; N#888888 GREY; RB#1C0070 ROYAL BLUE;,yes,184,45,District,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,"Gardner, Neville",01/01/1995,,weaver_note,Yes. Prior permission must be obtained from the designer before weaving this tartan.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4988
391,Canmore Highland Games,canmore-highland-games,G/140 B6 K18 W8 K8 M8 K6 B24 G18 K8 G8 Y/8,G#006666 GREEN; B#000099 BLUE; K#101010 BLACK; W#FFFFFF WHITE; M#660066 MAGENTA; Y#996600 YELLOWGOLD;,yes,372,45,District,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,"Garen, Dorothy",,,weaver_note,Yes. Tartan available through the Three Sisters Scottish Festival Society who organise the Canmore Highland Games.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10008
392,Canmore Highland Games Dress,canmore-highland-games-dress,W/104 B4 K14 W6 K4 P4 K2 B18 G16 K4 G6 Y/4,G#006666 GREEN; B#000099 BLUE; K#101010 BLACK; W#FFFFFF WHITE; P#660066 PURPLE; Y#996600 YELLOWGOLD;,yes,264,45,District,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,"Garen, Dorothy",,,weaver_note,Yes. The tartan can be ordered through the Three Sisters Scottish Festival Society who organise the Canmore Highland Games.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10009
393,Carinthian National,carinthian-national,W/6 BN32 E30 HG36 E6 DWR6 E6 HG36 E30 BN32 DY/6,DY#E8C000 GOLD; HG#285800 HUNTING GREEN; E#4C3428 DRAB; DWR#800028 DARK RUBY; BN#14283C BLUE GREY; W#E0E0E0 WHITE;,yes,440,45,District,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,Lochcarron of Scotland,01/05/2000,,weaver_note,"Yes. Only to be used with permission from Mr T Rettl, Freihausgasses 12, Villach, Austria.",https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5042
394,"Causeway, The",causeway-the,K/6 N2 B10 W2 N2 P3 N2 K2 G6 K2 N42 DN20 B3 N8 DN/38,K#101010 BLACK; DN#2F4F4F CHARCOAL GREY; N#778899 SLATE GREY; G#639F6B GREEN; B#69A2C0 BLUE; P#DD56F0 PURPLE; W#FFFFFF WHITE;,yes,252,45,District,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,"Balmer, Martin",26/10/2011,,weaver_note,Yes. Marton Mills will be the sole weavers.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10508
395,Chestico,chestico,B/40 T2 B2 T2 DG16 K2 W/6,B#000080 BLUE; T#98481C TAN; DG#005020 DARK GREEN; K#101010 BLACK; W#FFFFFF WHITE;,yes,94,45,District,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,"Smith, Mary, Ann & Rachel",01/07/1993,,weaver_note,"Yes. Permission to weave this tartan can be sought from: Chestico Museum & Historical Society PO Box 144, 8095 Route 19 Port Hood, Nova Scotia, Canada B0E 2W0 phone: 902-787-2244 web: chesticoplace.com email: chesticomuseum@ns.aliantzinc.ca",https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10867
396,City of Pointe-Claire,city-of-pointe-claire,B/16 W4 T4 K8 B16 T8 W4 T4 W4 T/4,T#866C5A TAN; B#285E99 BLUE; W#FFFFFF WHITE; K#000000 BLACK;,yes,124,45,District,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,Lakeshore Weavers Guild,08/08/2011,,weaver_note,"Yes. Weaving to be controlled by Lakeshore Weavers Guild, Pointe-Claire, Quebec, Canada.",https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10509
397,Cowal,cowal,RB/12 NB44 K24 P20 G6 K2 G6 P20 RB4 W/4,RB#0000CD ROYAL BLUE; NB#000080 NAVY BLUE; K#101010 BLACK; P#551A8B PURPLE; G#548B54 GREEN; W#FFFFFF WHITE;,yes,268,45,District,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,"Dalgliesh, D C",20/08/2009,,weaver_note,"Yes. Right to weave reserved by DC Dalgliesh Ltd, Dunsdale Mill, Selkirk TD7 5EB, Scotland.",https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10157
398,Crofters (Personal),crofters-personal,B/40 R4 LG18 W12 Y8 K4 LG/16,LG#309C18 GREEN; K#101010 BLACK; Y#E8C000 YELLOW; W#E0E0E0 WHITE; R#DC0000 RED; B#2C4084 BLUE;,yes,148,45,District,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,F & M Lawson,01/03/2005,3146.0,weaver_note,Yes. Use and production controlled by F & M Lawson of Crofters Weaving Mill.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5879
399,Ellis Island,ellis-island,R/136 K2 G12 B8 G2 B24 W2 G12 Y2 G48 Y2 G4 Y/6,R#8A3324 RV SCARLET; G#3D5B43 FRASER GREEN; K#101010 BLACK; W#FFFFFF BLEACHED WHITE; B#4372AA ANC BLUE; Y#EEB422 MCINNES GOLD;,yes,378,45,District,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,"Newsome, Matt",06/02/2011,,weaver_note,Yes. The copyright for this design is held by the Clan Currie Society.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10364
400,Eusa,eusa,K/14 W14 B14 VG6 R32 Y32 K/32,K#101010 BLACK; Y#E8C000 YELLOW; R#C80000 RED; B#2C2C80 BLUE; W#E0E0E0 WHITE; VG#288028 VERDANT;,yes,242,45,District,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,"Cariou, Serge",03/02/2010,,weaver_note,Yes. Developed for weaving by House of Tartan,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10236
401,Manor of Wrentnall (Personal),manor-of-wrentnall-personal,R/62 NB66 DG24 W/4,R#FF0000 BRIGHT SCARLET; W#FFFFFF PEROXIDE WHITE; NB#000080 ILLINOIS NAVY; DG#006400 BOTTLE GREEN;,yes,246,45,District,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,"Sprules, Robbie D",01/10/2009,,weaver_note,Yes. Use to be controlled by Robbie D Sprules.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10353
402,Spirit of Hoxa,spirit-of-hoxa,DG/4 P38 DG4 DP92 A4 P20 DG6 LP4 LR/4,LR#FF6A6A LIGHT PINK; LP#8547C2 DLIGHT PURPLE; DG#00611C DARK GREEN; P#4D0066 PURPLE; A#99CCFF AZURE; DP#440066 DARK PURPLE;,yes,344,45,District,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,Allison Dearness/Lochcarron of Scotland,13/09/2012,,weaver_note,Yes. Only to be woven by Lochcarron of Scotland.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10705
403,"Stratford (Ontario), City of",stratford-ontario-city-of,B/168 W20 B4 W4 Y36 B4 AG8 W4 B4 R/4,R#FF0000 SCOTCH RED; B#000080 ITALIAN BLUE; W#FFFFFF WHITE; AG#008B00 ANCIENT GREEN; Y#FFE700 GOLD;,yes,340,45,District,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,"Brown, Jonathan",01/10/2010,,weaver_note,"Yes. Woven by Strathmore Woollen Co Ltd, Forfar.",https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10363
404,Strathdon,strathdon,A/6 T16 M4 T16 B22 M4 T8 R8 M54 B2 M4 B4 M4 B26 M/4,M#4D1A3A MAROON; B#401A4F BLUEBELL SLATE; T#DA8D24 TARA BROWN; R#7C0000 REP RED; A#D8E9FF AZURE;,yes,354,45,District,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,Jonathan Brown,26/11/2009,,weaver_note,"Yes. Only to be woven by Strathmore Woollen Co Ltd, Station Works, North Street, Forfar, Angus, DD8 3BN",https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10117
405,Strathmore,strathmore,LG/6 R30 AG4 R4 AG4 R4 AG36 LT4 AG4 LT4 AG4 LT54 K4 LT4 K12 OG/4,LG#4C5419 LIGHT GREEN; R#87041C REP RED; AG#344625 ANC GREEN; LT#3C2118 LGHT BROWN; K#101010 BLACK; OG#FF8A00 OLD GOLD;,yes,354,45,District,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,Jonathan Brown,20/11/2009,,weaver_note,"Yes. Only to be woven by Strathmore Woollen Co Ltd, Station Works, North Street, Forfar, DD8 3BN",https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10118
406,Strathtay,strathtay,A/12 DG4 A4 DG10 M40 SR4 M4 SR50 R4 SR4 R8 G20 M/4,M#220300 MAROON; G#4C330B GREEN; R#4C0000 REP RED; DG#033126 MARINE GREEN; A#4A6753 AZURE; SR#712201 ANC SCARLET;,yes,320,45,District,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,Jonathan Brown,26/11/2009,,weaver_note,"Yes. Only Strathmore Woollen Co Ltd, Station Works, North Street, Forfar, Angus, DD8 3BN",https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10115
407,Strathtummel,strathtummel,DL/26 AG18 DL4 AG4 DL4 AG2 DL20 W4 DL20 K26 DL6 B4 DL4 B/74,K#101010 BLACK; AG#434F04 ANCIENT GREEN; DL#23001F DARK LILAC; W#FFFFFF WHITE; B#000680 BLUEBELL BLUE;,yes,332,45,District,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,Jonathan Brown,26/11/2009,,weaver_note,"Yes. Only to be woven by Strathmore Woollen Co Ltd, Station Works, North Street, Forfar, Angus, DD8 3BN",https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10116
