name,slug,threadcount,palette,symmetric,thread_total,sources_verifying,verified_by,colour_agreement,primary_source,dissenting_sources,origin_url,stwr_ref,sta_ref,designer,tartan_date,register_category,restrictions,seo_search_volume
Trafalgar,trafalgar,G/6 B2 G16 B14 K6 DY/2,K#101010 BLACK; B#2C2C80 BLUE; DY#E8C000 GOLD; G#006818 GREEN;,yes,84,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4145,720,720,,01/01/1988,Fashion,,
Traill (Personal),traill-personal,R/32 Y4 T14 Y4 LB48 K4 LG/4,K#101010 BLACK; T#604000 BROWN; Y#E8C000 YELLOW; R#C80000 RED; LB#2888C4 LIGHT BLUE; LG#289C18 LIGHT GREEN;,yes,184,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,Weddslist,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4146,2927,3093,"Balfour-Traill, Cynthia",24/08/2002,Clan; Family,Yes.,
Traynor,traynor,LSB/4 B36 LSB6 B8 LSB6 B8 LSB60 B6 LSB4 Y/4,B#2C2C80 BLUE; LSB#98C8E8 LIGHT SKY; Y#E8C000 YELLOW;,yes,276,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4147,,6608,"'Smith Jnr, Dr Philip D",01/01/2005,Clan; Family,,
Trevison,trevison,K/26 R4 W4 LG4 K26 R12 W6 NB4 W6 R12 K2 R/94,K#101010 BLACK; LG#289C18 LIGHT GREEN; NB#003C64 NAVY BLUE; R#C80000 RED; W#E0E0E0 WHITE;,yes,280,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4148,,5846,"Trevison, Marco",01/01/2003,Fashion,,
Tribal,tribal,EG/8 K64 R20 K4 O32 K4 R20 K4 P64 Y/8,EG#00C814 GREEN; K#101010 BLACK; R#DC0000 RED; O#FA4B00 YELLOW; P#5A008C PURPLE; Y#E8C000 YELLOW;,yes,440,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5453,2953,,,01/08/2003,Corporate,,
Trillard (Personal),trillard-personal,BL/4 K4 BL48 WW16 K24 WW16 BL20 K16 R12 K6 R6 BL/8,R#C80000 RED; WW#FCFCFC WILSON WHITE; K#101010 BLACK; BL#1474B4 BALMORAL BLUE;,yes,348,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5455,2983,6235,Geoffrey (Tailor) Highland Crafts,01/11/2003,Clan; Family,Yes. Restricted for use by the family of Tom Trillard,
Trinity Bicycles,trinity-bicycles,R/8 LT60 T28 LB22 T/8,T#6B4226 CHOCOLATE BROWN; LB#6CA6CD LIGHT BLUE; LT#8B7355 LIGHT TAN; R#CD0000 RED;,yes,236,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10177,,,"Scheffler, Bernd",05/03/2010,Corporate,"Yes. Only officers or agents of Trinity Bicycles, ltd. can sell this tartan or have it produced.This Tartan can only be woven if authorised by an agent or officer of Trinity Bicycles, ltd.",
Trost,trost,G/8 R4 DWR4 R48 W4 R6 W6 R6 G20 DWR20 BL4 DWR8 BL4 DWR20 G20 R6 W6 R4 W4 R48 DWR4 R4 G/8,R#D4380C BASIC RED; O#D87C00 ORANGE; BL#1474B4 BALMORAL BLUE; W#E0E0E0 WHITE; DWR#800028 DARK RUBY; G#006818 GREEN;,yes,516,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5343,,3811,Elliot/TRost,01/01/2002,Corporate,,
Trotter (Personal),trotter-personal,BA/4 BN8 R4 BN56 BE4 BN4 BE4 BN4 BE/46,BA#1E90FF BLUEANCIENT; BN#191970 BLUENAVY; BE#0000CD BLUEELECTRIC; R#FF0000 RED;,yes,218,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5738,3260,7758,Alasdair Macleod,01/09/2008,Name,,
"Tulsa, City of",tulsa-city-of,R/28 K6 R28 DG28 B16 DG/28,K#101010 BLACK; DG#003820 DARK GREEN; R#C80000 RED; B#2C2C80 BLUE;,yes,212,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4155,712,712,Crawford/McIntosh/Notley,01/01/1978,District,,
Tune Hotels,tune-hotels,LR/6 R36 DR12 LR30 R8 LR6 R8 LR14 W/4,R#A50313 RED; LR#EE2E24 LIGHT RED; DR#962121 DARK RED; W#FFFFF0 WHITE;,yes,238,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10742,,,Kinloch Anderson,04/09/2012,Corporate,"Yes. Exclusively designed by Kinloch Anderson for Tune Hotels. Restricted availability, please contact Kinloch Anderson regarding use.",
"Tupper, John Charles (Personal)",tupper-john-charles-personal,DR/4 W4 DG16 LG4 DG4 DB40 LB16 LG4 DB30 W/4,DR#800028 DARK RED; W#FFFFFF WHITE; DG#003820 DARK GREEN; LG#649848 LIGHT GREEN; DB#1C1C50 DARK BLUE; LB#5F749C LIGHT BLUE;,yes,244,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10973,,,"Tupper, John Charles",01/01/2014,Name,"Yes. Intended for the exclusive use of the immediate family of John Charles Tupper and Patricia Louise (Guy) Tupper, and their descendants. Other potential users should seek written authority from the designer.",
"Tupper, Sir Charles",tupper-sir-charles,VDB/8 T12 LT6 T20 AK28 LDR12 VDB36 LDR12 AK8 LDR/4,AK#1C1C1C ANC BLACK; T#604000 BROWN; LDR#980044 LINDSAY; LT#A08858 LIGHT BROWN; VDB#00002C MIDNIGHT;,yes,280,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,Weddslist,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4157,614,614,West Coast Woolen Mill,01/01/2002,Commemorative,,
Turcan Connell,turcan-connell,AG18 R8 AG18 T30 AK24 LN12 AK24 AG28 T10 LN10 AG16 T28 AK6 T16 AK8 T16 AK6 T54,AG#00643C ANC GREEN; R#C80000 RED; T#604000 BROWN; AK#1C1C1C ANC BLACK; LN#A0A0A0 LIGHT GRAY;,no,332,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4158,,6815,"Aitken, Chris",01/11/2005,Corporate,,
Turnberry,turnberry,T/2 DT4 LN52 DT2 ZR8 DT28 T24 LT/6,DT#441800 DARK BROWN; LN#F8F4D0 LIGHT GRAY; LT#A08858 LIGHT BROWN; ZR#A00000 RUST; T#604000 BROWN;,yes,244,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4159,,5088,Clan Crest Textiles,01/01/1978,District,,
"Turnbull Dress Clan Tartan Tartan Number: 1035. Earliest known date: 1979 An unusual dress tartan having no white. See products available Copyright © Blair Urquhart, Comrie, 2015",turnbull-dress-clan-tartan-tartan-number-1035-earliest-known-date-1979-an-unusual-dress-tartan-having-no-white-see-products-available-copyright-blair-urquhart-comrie-2015,K/14 B6 G56 R56 Y/6,K#101010 BLACK; B#2C2C80 BLUE; G#006818 GREEN; R#C80000 RED; Y#E8C000 YELLOW;,yes,256,2,House of Tartan; Weddslist,2/2,House of Tartan,Scottish Tartans Authority; Scottish Register of Tartans,http://www.house-of-tartan.scotland.net/house/TartanViewjs.asp?colr=Def&tnam=1035,,,,,,,
Turnbull of Thornton (Personal),turnbull-of-thornton-personal,CW/6 B60 YT20 G60 R6 K/12,K#101010 BLACK; CW#FCFCFC CLEAR; R#C80000 RED; YT#D8B000 TAN YELLOW; G#006818 GREEN; B#2C2C80 BLUE;,yes,310,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4164,,5087,"MacDonald, Peter",01/01/1996,Name,,
Turner (Personal),turner-personal,R/96 K24 N14 K10 WW/6,WW#FCFCFC WILSON WHITE; N#888888 GREY; K#101010 BLACK; R#C80000 RED;,yes,198,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4165,,6285,,01/01/2004,Name,,
Tweedbank,tweedbank,VLY/8 DR16 H2 B8 H2 B8 H2 S50 K50 H4 K2 H/4,VLY#FAFA96 YELLOW; DR#960000 RED; H#006428 BOTTLE; B#2C4084 BLUE; S#C80028 SCARLET; K#101010 BLACK;,yes,300,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4166,2905,,,30/07/2002,Corporate,,
Tweedside Red,tweedside-red,K/72 R8 K8 R20 CW8 R8 CW8 R8 K/8,K#101010 BLACK; CW#FCFCFC CLEAR; R#C80000 RED;,yes,216,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4169,1175,1175,Wilsons of Bannockburn,01/01/1840,District,,
Tweedsmuir Dress (Dance),tweedsmuir-dress-dance,WW/4 LB4 WW60 P24 GN8 P4 GN4 P4 GN60 LG/4,WW#F8F8F8 WILSON WHITE; P#780078 PURPLE; LB#2888C4 LIGHT BLUE; GN#406054 GREEN GREY; LG#289C18 LIGHT GREEN;,yes,344,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4170,,6568,"Dalgliesh, D C",,Fashion,Yes. Prepared for weaving by D C Dalgliesh Ltd.,
Twempy,twempy,K/2 M8 K2 WW6 K2 G14 K4 B32 R4 GO/2,B#2C2C80 BLUE; GO#BC8C00 DARK GOLD; R#C80000 RED; G#006818 GREEN; WW#F8F8F8 WILSON WHITE; M#901C38 MARROON; K#101010 BLACK;,yes,148,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4171,2916,6739,"Hek, Ronnie",10/08/2002,Fashion,,
Twilfit,twilfit,B/25 LR46 W11 LR11 W7 LR11 W11 LR46 B/12,W#FFFFFF WHITE; LR#E87878 LIGHT RED; B#5C8CA8 BLUE;,yes,323,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=11101,,,"Broberg, Göran",30/06/2014,Corporate,Yes. For use by customers of Twilfit. Weaving controlled by Twilfit or G Broberg.,
Tyndrum,tyndrum,K/16 N16 K8 LT48 K32 N16 K8 N8 K8 N/48,K#101010 BLACK; N#888888 GREY; LT#A08858 LIGHT BROWN;,yes,352,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,Weddslist,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4173,1128,1128,"MacIntyres, Mairi",01/01/1983,District,,
Tyneside Scottish (Blue),tyneside-scottish-blue,BL/48 T6 BL6 T6 BL6 T48 G48 T6 G48 T48 BL48 T6 BL/6,T#604000 BROWN; G#006818 GREEN; BL#1474B4 BALMORAL BLUE;,yes,606,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,Weddslist,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4174,593,593,,01/01/1914,Military,,
"Tyrone, County",tyrone-county,DG/6 DR18 DG4 DR16 TK28 E4 LN4 E4 DG4 E14 TK12 DR/100,DG#003820 DARK GREEN; DR#880000 DARK RED; E#4C3428 DRAB; TK#8C7038 KHAKI; LN#C0C0C0 LIGHT GRAY;,yes,322,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4178,2264,2264,House of Edgar - Macnaughton Holdings Ltd.,01/01/1996,District,,
U.S. Law Enforcement,u-s-law-enforcement,AA/8 K6 DB12 B8 DB114 N6 DB6 N6 DB6 R/6,K#101010 BLACK; N#888888 GREY; B#2C2C80 BLUE; DB#202060 DARK BLUE; A#5C8CA8 AZURE; R#C80000 RED; AA#9CB0A8 ANC AZURE;,yes,342,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4186,,7173,Clifford/Yestrebsky,01/04/2007,Corporate,,
U.S. Special Forces,u-s-special-forces,B/6 K6 W2 DR6 K16 B4 DG72 B4 K16 W2 K6 B6 Y/4,DG#003820 DARK GREEN; DR#880000 DARK RED; B#1474B4 BLUE; K#101010 BLACK; W#F8F8F8 WILSON WHITE; Y#E8C000 YELLOW;,yes,290,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4191,,6519,Pries/Krzyzak/Clifford,01/03/2005,Corporate,Yes. This tartan is restricted to members of the US Army Special Forces. A copy of SF Orders is required.,
US Army Civil Affairs,us-army-civil-affairs,P/6 K2 GY6 K60 OG60 R6 K25 Y4 K2 W/6,P#AA00FF PURPLE; K#101010 BLACK; GY#FFD700 GOLDEN YELLOW; OG#3B5E2B OLIVE GREEN; R#FF0000 RED; Y#FFE600 YELLOW; W#FFFFFF WHITE;,yes,342,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10255,,,"USA Kilts & Starbuck, Stephen",14/06/2010,Military,"Yes. Only members of CA that hold the Military Occupational Specialty (MOS) of 38A or 38B. They can prove this by submitting a DD214 or ERB/ORB with everything blacked out except Name and MOS to protect their privacy. For approval, please contact: Stephen Starbuck 45 Stonewall Court Spring Lake, NC 28390 910-728-7313 stephen.starbuck@us.army.milKilts and products from this tartan may only be made by USA Kilts, Inc. www.USAKilts.com",
Uist Green,uist-green,W/6 DG4 W60 DG6 G54 R4 G/6,W#F0E0C8 WHITE; R#C80000 RED; DG#003820 DARK GREEN; G#006818 GREEN;,yes,268,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5626,,7602,,,Fashion,,
Uitwaaien Papi (Personal),uitwaaien-papi-personal,DR/5 DT8 DP13 NB21 DG34 DBG55 DR/3,DR#880000 DARK RED; DT#441800 DARK BROWN; DP#440044 DARK PURPLE; NB#003C64 NAVY BLUE; DG#003820 DARK GREEN; DBG#005448 DARK BLUE GREEN;,yes,270,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4195,,7007,"Papi, Anthony & Jocelyn",01/09/2006,Name,,
Ulster (Peat),ulster-peat,K/4 R4 K4 T58 K4 TK4 K4 TK56 K4 TK/56,K#101010 BLACK; T#604000 BROWN; DT#441800 DARK BROWN; R#C80000 RED; AY#DC943C ANC YELLOW; LO#EC8048 LGT ORANGE; TK#7C5428 KHAKI; GO#BC8C00 DARK GOLD;,yes,336,2,Scottish Register of Tartans; Weddslist,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4196,1196,1196,,01/01/1600,Other,,
Ulster Ancestry,ulster-ancestry,DN/94 R16 K44 R14 W6 R48 DN18 R20 Y/6,DN#332C2C CHARCOAL; R#E41010 RED; K#101010 BLACK; W#FFFFFF WHITE; Y#F5C70D GOLD;,yes,432,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10800,,,"USA Kilts, Inc.",26/02/2013,Fashion,"Yes. This tartan may only be reproduced (woven, printed or any other means of display) with the express written consent of USA Kilts, Inc.This tartan is woven by Marton Mills.",
Ulster Scots,ulster-scots,O/4 G6 B4 P14 K60 B4 K4 B2 P2 B/168,O#D87C00 ORANGE; G#006818 GREEN; B#2C2C80 BLUE; P#780078 PURPLE; K#101010 BLACK;,yes,364,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5798,,7846,,,Fashion,,
Unamed Riding cloak 1745,unamed-riding-cloak-1745,A/2 B16 R4 T16 R/2,A#3C82AF BLUE; B#2C4084 BLUE; R#DC0000 RED; T#503C14 BROWN;,yes,76,2,Scottish Register of Tartans; Weddslist,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4198,78,,,,Other,,
Unidentified #20,unidentified-20,B/4 R98 B102 R18 W4 R18 G102 R98 B/4,B#2C4084 BLUE; R#DC0000 RED; W#E0E0E0 WHITE; G#005020 MOD GREEN;,yes,888,2,Scottish Register of Tartans; Weddslist,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4221,401,,,,Other,,
Unidentified 'Old tartan',unidentified-old-tartan,B12 G12 K6 G6 K6 G6 K6 G30 R18 G12 B6 K18 B6 G12 R18 G30 K6 G6 K6 G6 K6 G12 T18 B6 T6 B6 T6 B6 T12 B20 T6 B6 T6 B6 T6,B#2C4084 BLUE; G#005020 MOD GREEN; K#101010 BLACK; R#DC0000 RED; T#503C14 BROWN;,no,356,2,Scottish Register of Tartans; Weddslist,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4336,1951,,,,Other,,
Unidentified Arisaid,unidentified-arisaid,W/216 K8 DG24 LG24 W4 K4 C45 W8 C/12,W#E0E0E0 WHITE; K#101010 BLACK; DG#002814 GREEN; LG#309C18 GREEN; C#960028 RED;,yes,462,2,Scottish Register of Tartans; Weddslist,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4277,1693,,,,Other,,
Unidentified Bedspread,unidentified-bedspread,R/20 W6 R100 B15 K10 B15 K40 Y5 G54 R15 K5 R15 K6 W/8,R#DC0000 RED; W#E0E0E0 WHITE; B#2C4084 BLUE; K#101010 BLACK; Y#E8C000 YELLOW; G#005020 MOD GREEN;,yes,600,2,Scottish Register of Tartans; Weddslist,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4279,1694,,,,Other,,
Unidentified Blanket,unidentified-blanket,R/4 W2 R26 G24 W2 R24 K2 W/100,R#DC0000 RED; W#E0E0E0 WHITE; G#005020 MOD GREEN; K#101010 BLACK;,yes,264,2,Scottish Register of Tartans; Weddslist,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4280,1695,,,,Other,,
Unidentified Chair Covering,unidentified-chair-covering,LG/4 C8 LG6 DU6 DY6 C6 DU6 E4 DU4 LP6 C/30,LG#309C18 GREEN; C#960028 RED; DU#5B360B BROWN; DY#C89600 YELLOW; E#443428 BROWN; LP#840068 MAUVE;,yes,138,2,Scottish Register of Tartans; Weddslist,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4287,888,,,,Other,,
Unidentified Coat,unidentified-coat,G/12 R4 G4 R48 A2 B2 R4 B24 R4 B2 A2 R4 G48 R/4,G#005020 MOD GREEN; R#DC0000 RED; A#3C82AF BLUE; B#2C4084 BLUE;,yes,312,2,Scottish Register of Tartans; Weddslist,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4288,896,,,,Other,,
Unidentified Cotton sample,unidentified-cotton-sample,B8 LG12 DG14 T2 LG12 DG14 T2 LG12 DG14 T2 LG12 DG14 T2 LG12 DG14 T2 LG12 B8 K16 O2 K2 W2 K2 B16 LR12 K2 LR8 W2 LR8 K2 LR12 B16 K2 W2 K2 O2,B#2C4084 BLUE; LG#309C18 GREEN; DG#002814 GREEN; T#503C14 BROWN; K#101010 BLACK; O#FA4B00 YELLOW; W#E0E0E0 WHITE; LR#C82828 RED;,no,278,2,Scottish Register of Tartans; Weddslist,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4289,1926,,,,Other,,
Unidentified Fisherwife's Plaid,unidentified-fisherwife-s-plaid,R/8 W4 R48 A18 R28 A2 W/160,R#DC0000 RED; W#E0E0E0 WHITE; A#3C82AF BLUE;,yes,368,2,Scottish Register of Tartans; Weddslist,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4293,1692,,,,Other,,
Unidentified Flora MacDonald,unidentified-flora-macdonald,Y/12 K2 G20 R6 G6 R6 G32 K48 B36 R60 B40 K48 B60 K2 W/12,Y#E8C000 YELLOW; K#101010 BLACK; G#005020 MOD GREEN; R#DC0000 RED; B#2C4084 BLUE; W#E0E0E0 WHITE;,yes,756,2,Scottish Register of Tartans; Weddslist,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4294,1814,,,,Other,,
Unidentified Gordon variant,unidentified-gordon-variant,DT/8 B4 T16 B16 DB18 O4 DB18 B16 W8 LT8 W24 LT4 W/8,DT#2A2303 BROWN; B#2C4084 BLUE; T#503C14 BROWN; DB#080848 BLUE; O#FA4B00 YELLOW; W#E0E0E0 WHITE; LT#BE7832 BROWN;,yes,288,2,Scottish Register of Tartans; Weddslist,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4299,1730,,,,Other,,
Unidentified Kirtle,unidentified-kirtle,K/55 R18 K4 R18 K/38,K#101010 BLACK; R#DC0000 RED;,yes,173,2,Scottish Register of Tartans; Weddslist,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4301,2571,,,Historic,Other,,
Unidentified Lady's kilt,unidentified-lady-s-kilt,B/78 T6 K28 T6 A28 Y8 W4 DT/4,B#2C4084 BLUE; T#503C14 BROWN; K#101010 BLACK; A#3C82AF BLUE; Y#E8C000 YELLOW; W#E0E0E0 WHITE; DT#2A2303 BROWN;,yes,242,2,Scottish Register of Tartans; Weddslist,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4302,609,,,,Other,,
Unidentified Locket,unidentified-locket,B8 R100 G50 W4,B#2C4084 BLUE; R#DC0000 RED; G#005020 MOD GREEN; W#E0E0E0 WHITE;,no,162,2,Scottish Register of Tartans; Weddslist,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4310,2040,,,,Other,,
Unidentified NW Highlands,unidentified-nw-highlands,G/4 R4 G30 R32 G4 R/4,G#005020 MOD GREEN; R#DC0000 RED;,yes,148,2,Scottish Register of Tartans; Weddslist,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4335,900,,,,Other,,
Unidentified Phyllis Gordon,unidentified-phyllis-gordon,LP14 K8 G8 K4 W8 K4 G8 K8 LP14 K80 G16 R2 G114 W10 G18 Y10 G114 R2 G16 K80,LP#840068 MAUVE; K#101010 BLACK; G#005020 MOD GREEN; W#E0E0E0 WHITE; R#DC0000 RED; Y#E8C000 YELLOW;,no,538,2,Scottish Register of Tartans; Weddslist,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4340,1980,,,,Other,,
Unidentified Pinafore,unidentified-pinafore,A/14 C48 A14 K48 G48 K8 G/48,A#3C82AF BLUE; C#960028 RED; K#101010 BLACK; G#005020 MOD GREEN;,yes,394,2,Scottish Register of Tartans; Weddslist,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4341,413,,,,Other,,
Unidentified Plaid arisaid,unidentified-plaid-arisaid,R/12 B2 R110 K4 W8 K4 R32 W40 R32 B12 R4 B54 K8 Y8 K12 Y8 K8 B54 R4 B12 R32 W40 R32 K4 W8 K4 R110 W280 B18 R12 W32 R12 B2 R12 W32 R/12,R#DC0000 RED; B#2C4084 BLUE; K#101010 BLACK; W#E0E0E0 WHITE; Y#E8C000 YELLOW;,yes,2116,2,Scottish Register of Tartans; Weddslist,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4357,578,,,,Other,Yes.,
Unidentified Ross-shire,unidentified-ross-shire,R/10 W4 R54 T2 G18 R36 T2 W/150,R#DC0000 RED; W#E0E0E0 WHITE; T#503C14 BROWN; G#005020 MOD GREEN;,yes,392,2,Scottish Register of Tartans; Weddslist,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4362,1703,,,,Other,,
Unidentified Sample,unidentified-sample,B/22 R8 Y18 B8 Y4 B/22,B#2C4084 BLUE; R#DC0000 RED; Y#E8C000 YELLOW;,yes,120,2,Scottish Register of Tartans; Weddslist,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4363,587,,,,Other,,
Unidentified Sett,unidentified-sett,DW/4 T2 R20 DW12 T20 LT24 R20 T2 DW/4,DW#B0B0B0 GREY; T#503C14 BROWN; R#DC0000 RED; LT#BE7832 BROWN;,yes,208,2,Scottish Register of Tartans; Weddslist,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4382,1876,,,,Other,,
Unidentified Silk Plaid,unidentified-silk-plaid,B/70 LO80 G150 LY60 DY/30,B#2C4084 BLUE; LO#EC7440 YELLOW; G#005020 MOD GREEN; LY#FADC00 YELLOW; DY#C89600 YELLOW;,yes,680,2,Scottish Register of Tartans; Weddslist,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4383,388,,,,Other,,
